CACode,VaCode,Estimate,ASE,Flag
C09M,V05D,6.7,0.1,
C09M,V06A,5.3,0.5,
C09M,V06B,5.9,0.3,
C09M,V06C,6.7,0.1,
C09M,V06D,7.6,0,
C09M,V06E,8.7,0,
C09M,V07A,8.3,0,
C09M,V07B,7.3,0.1,
C09M,V07C,7.1,0.1,
C09M,V07D,7.3,0.1,
C09M,V07E,7,0.3,
C09M,V08A,7.2,0.1,
C09M,V09A,8.2,0,
C09M,V09B,7.7,0.1,
C09M,V09C,7.1,0.1,
C09M,V09D,5.9,0.3,
C09M,V10A,6.8,0.2,
C09M,V10B,7.5,0.1,
C09M,V10C,8,0,
C09M,V10D,8.4,0.1,
C09M,V11A,7,0.2,
C09M,V11B,7.5,0.1,
C09M,V11C,7.9,0,
C09M,V11D,8.3,0.1,
C09M,V12A,7.4,0.1,
C09M,V12B,7.8,0.1,
C09M,V12C,7.9,0.1,
C09M,V12D,8.3,0.1,
C09M,V13A,6.7,0.2,
C09M,V13B,7.3,0.1,
C09M,V13C,7.7,0,
C09M,V13D,8.2,0.1,
C09M,V14A,7.6,0.1,
C09M,V14B,7.8,0.1,
C09M,V14C,8,0.1,
C09M,V14D,8.5,0.2,
C09M,V15A,8,0,
C09M,V15B,7.5,0.1,
C09M,V15C,7.1,0.2,
C09M,V16A,8,0,
C09M,V16B,7.5,0.1,
C09M,V16C,7,0.2,
C09M,V17A,5.9,0.3,
C09M,V17B,6.7,0.1,
C09M,V17C,7.4,0.1,
C09M,V17D,8,0,
C09M,V17E,8.6,0.1,
C09M,V18A,7.9,0,
C09M,V18B,6.9,0.2,
C10A,V00T,55.8,1,
C10A,V01A,13.1,0.9,
C10A,V01B,19.6,1.1,
C10A,V01C,36.1,1.3,
C10A,V01D,16.6,1.1,
C10A,V01E,14.7,1,
C10A,V01M,7.9,0,
C10A,V02A,9.5,0.8,
C10A,V02B,17.1,1.1,
C10A,V02C,33.2,1.3,
C10A,V02D,19.5,1.2,
C10A,V02E,20.8,1.3,
C10A,V02M,8.2,0,
C10A,V03A,15.6,1,
C10A,V03B,22.5,1.1,
C10A,V03C,34.1,1.4,
C10A,V03D,15.3,1,
C10A,V03E,12.5,1,
C10A,V03M,7.7,0,
C10A,V04A,4,0.6,
C10A,V04B,21.3,1.1,
C10A,V04C,48.3,1.5,
C10A,V04D,26.3,1.5,
C10A,V05A,19.9,1.3,
C10A,V05B,42.1,1.5,
C10A,V05C,28.6,1.3,
C10A,V05D,9.4,0.7,
C10A,V06A,1.7,0.4,
C10A,V06B,3.3,0.5,
C10A,V06C,12.9,0.9,
C10A,V06D,42.8,1.3,
C10A,V06E,39.4,1.3,
C10A,V06M,7.9,0.1,
C10A,V07A,61.3,1.5,
C10A,V07B,12.8,1,
C10A,V07C,14,1,
C10A,V07D,9.4,0.9,
C10A,V07E,2.6,0.4,
C10A,V07M,2.5,0.1,
C10A,V08A,19.1,0.9,
C10A,V09A,59,1.3,
C10A,V09B,23.9,1.2,
C10A,V09C,14.4,1,
C10A,V09D,2.7,0.5,
C10A,V10A,6.6,0.8,
C10A,V10B,25.9,1.3,
C10A,V10C,55.7,1.4,
C10A,V10D,11.7,1,
C10A,V10M,6.9,0.1,
C10A,V11A,8.2,0.8,
C10A,V11B,19.8,1.3,
C10A,V11C,47.1,1.6,
C10A,V11D,24.9,1.4,
C10A,V11M,7.2,0.1,
C10A,V12A,17.7,1.2,
C10A,V12B,32.6,1.3,
C10A,V12C,37.3,1.4,
C10A,V12D,12.4,1,
C10A,V12M,6.2,0.1,
C10A,V13A,4.9,0.7,
C10A,V13B,11.9,0.9,
C10A,V13C,41.4,1.6,
C10A,V13D,41.8,1.5,
C10A,V13M,7.9,0.1,
C10A,V14A,41.6,1.6,
C10A,V14B,35.5,1.4,
C10A,V14C,19.1,1.2,
C10A,V14D,3.8,0.6,
C10A,V14M,4.7,0.1,
C10A,V15A,71.6,1.5,
C10A,V15B,24.7,1.4,
C10A,V15C,3.6,0.5,
C10A,V16A,77.8,1.3,
C10A,V16B,17.4,1.1,
C10A,V16C,4.8,0.6,
C10A,V17A,1.1,0.3,
C10A,V17B,7.9,0.7,
C10A,V17C,22.4,1.2,
C10A,V17D,38.1,1.5,
C10A,V17E,30.5,1.4,
C10A,V18A,97.5,0.5,
C10A,V18B,2.5,0.5,
C10B,V00T,14.3,0.8,
C10B,V01A,16,2.1,
C10B,V01B,16.3,1.9,
C10B,V01C,35,3,
C10B,V01D,16.3,1.9,
C10B,V01E,16.5,2.3,
C10B,V01M,7.8,0.1,
C10B,V02A,10.1,1.9,
C10B,V02B,15.6,2,
C10B,V02C,32.5,2.5,
C10B,V02D,18.6,2.1,
C10B,V02E,23.2,2.3,
C10B,V02M,8.2,0.1,
C10B,V03A,16.2,2.2,
C10B,V03B,20.9,2.2,
C10B,V03C,31.1,2.6,
C10B,V03D,16.9,2,
C10B,V03E,14.9,2.1,
C10B,V03M,7.8,0.1,
C10B,V04A,6.6,1.5,
C10B,V04B,26.5,2.9,
C10B,V04C,45,3.1,
C10B,V04D,22,2.5,
C10B,V05A,19.2,2.3,
C10B,V05B,40.7,2.9,
C10B,V05C,28.4,2.7,
C10B,V05D,11.8,2.1,
C10B,V06A,1.5,0.7,*
C10B,V06B,4.4,1.3,
C10B,V06C,12.3,1.9,
C10B,V06D,39.4,3,
C10B,V06E,42.4,2.8,
C10B,V06M,7.9,0.1,
C10B,V07A,59.1,2.8,
C10B,V07B,13.3,1.9,
C10B,V07C,13.5,2.2,
C10B,V07D,10.7,1.7,
C10B,V07E,3.4,1.1,*
C10B,V07M,2.6,0.2,
C10B,V08A,18.7,2.1,
C10B,V09A,55.2,2.8,
C10B,V09B,24.4,2.4,
C10B,V09C,17.1,2.2,
C10B,V09D,3.3,0.9,
C10B,V10A,6.3,1.2,
C10B,V10B,26.2,2.6,
C10B,V10C,55.2,2.6,
C10B,V10D,12.4,2,
C10B,V10M,6.9,0.1,
C10B,V11A,7.9,1.3,
C10B,V11B,22.4,2.2,
C10B,V11C,46.3,2.7,
C10B,V11D,23.5,2.8,
C10B,V11M,7.2,0.1,
C10B,V12A,16.2,1.8,
C10B,V12B,32.6,2.7,
C10B,V12C,38.2,2.8,
C10B,V12D,13,2.1,
C10B,V12M,6.3,0.1,
C10B,V13A,4.5,1.2,
C10B,V13B,11.4,1.9,
C10B,V13C,42.1,2.9,
C10B,V13D,42,2.7,
C10B,V13M,7.9,0.1,
C10B,V14A,39.7,2.7,
C10B,V14B,36.2,2.9,
C10B,V14C,21.2,2.1,
C10B,V14D,2.8,1.1,*
C10B,V14M,4.8,0.1,
C10B,V15A,73.3,2.2,
C10B,V15B,22.2,2,
C10B,V15C,4.5,1.2,
C10B,V16A,78.9,2.4,
C10B,V16B,14.9,2,
C10B,V16C,6.3,1.4,
C10B,V17A,2.6,0.9,*
C10B,V17B,10.8,1.9,
C10B,V17C,24.1,2.4,
C10B,V17D,35.6,2.3,
C10B,V17E,26.9,2.5,
C10B,V18A,95.7,1,
C10B,V18B,4.3,1,
C10C,V00T,70.1,0.9,
C10C,V01A,13.7,0.8,
C10C,V01B,18.9,0.9,
C10C,V01C,35.8,1.1,
C10C,V01D,16.5,0.9,
C10C,V01E,15,0.9,
C10C,V01M,7.9,0,
C10C,V02A,9.6,0.8,
C10C,V02B,16.8,1,
C10C,V02C,33,1,
C10C,V02D,19.3,1,
C10C,V02E,21.3,1.1,
C10C,V02M,8.2,0,
C10C,V03A,15.7,1,
C10C,V03B,22.2,1,
C10C,V03C,33.5,1.2,
C10C,V03D,15.6,0.9,
C10C,V03E,13,0.9,
C10C,V03M,7.8,0,
C10C,V04A,4.6,0.6,
C10C,V04B,22.4,1.1,
C10C,V04C,47.7,1.3,
C10C,V04D,25.4,1.3,
C10C,V05A,19.8,1.2,
C10C,V05B,41.8,1.3,
C10C,V05C,28.6,1.2,
C10C,V05D,9.9,0.7,
C10C,V06A,1.6,0.4,
C10C,V06B,3.5,0.5,
C10C,V06C,12.7,0.8,
C10C,V06D,42.1,1.2,
C10C,V06E,40,1.1,
C10C,V06M,7.9,0,
C10C,V07A,60.9,1.3,
C10C,V07B,12.9,0.9,
C10C,V07C,13.9,1,
C10C,V07D,9.7,0.7,
C10C,V07E,2.7,0.4,
C10C,V07M,2.5,0.1,
C10C,V08A,19,0.9,
C10C,V09A,58.2,1.2,
C10C,V09B,24,1.1,
C10C,V09C,15,0.9,
C10C,V09D,2.8,0.4,
C10C,V10A,6.5,0.7,
C10C,V10B,26,1.1,
C10C,V10C,55.6,1.3,
C10C,V10D,11.9,0.9,
C10C,V10M,6.9,0,
C10C,V11A,8.1,0.7,
C10C,V11B,20.3,1.1,
C10C,V11C,47,1.4,
C10C,V11D,24.6,1.2,
C10C,V11M,7.2,0.1,
C10C,V12A,17.4,1.1,
C10C,V12B,32.6,1.2,
C10C,V12C,37.5,1.2,
C10C,V12D,12.6,0.9,
C10C,V12M,6.2,0.1,
C10C,V13A,4.9,0.6,
C10C,V13B,11.8,0.7,
C10C,V13C,41.6,1.5,
C10C,V13D,41.8,1.4,
C10C,V13M,7.9,0,
C10C,V14A,41.2,1.5,
C10C,V14B,35.6,1.2,
C10C,V14C,19.5,1,
C10C,V14D,3.6,0.5,
C10C,V14M,4.7,0.1,
C10C,V15A,72,1.3,
C10C,V15B,24.2,1.2,
C10C,V15C,3.8,0.5,
C10C,V16A,78,1.1,
C10C,V16B,16.9,1,
C10C,V16C,5.1,0.5,
C10C,V17A,1.4,0.3,
C10C,V17B,8.5,0.7,
C10C,V17C,22.7,1.1,
C10C,V17D,37.6,1.3,
C10C,V17E,29.8,1.3,
C10C,V18A,97.2,0.5,
C10C,V18B,2.8,0.5,
C10D,V00T,3.6,0.4,
C10D,V01A,34.8,5.7,
C10D,V01B,21.1,4.9,
C10D,V01C,24.7,5.3,
C10D,V01D,10.5,4,*
C10D,V01E,8.9,3,*
C10D,V01M,7,0.2,
C10D,V02A,24,4.6,
C10D,V02B,21.3,6,
C10D,V02C,27.9,6,
C10D,V02D,10.8,4,*
C10D,V02E,16.1,3.8,
C10D,V02M,7.4,0.2,
C10D,V03A,24.6,4.8,
C10D,V03B,23.8,5.1,
C10D,V03C,29.9,5.3,
C10D,V03D,10,3.4,*
C10D,V03E,11.7,3.9,*
C10D,V03M,7.4,0.2,
C10D,V04A,28.6,5,
C10D,V04B,36.4,5.4,
C10D,V04C,30.1,5.7,
C10D,V04D,4.9,2.2,*
C10D,V05A,17.8,5,
C10D,V05B,31.7,5.6,
C10D,V05C,34.2,5.6,
C10D,V05D,16.4,4,
C10D,V06A,3.9,2.3,**
C10D,V06B,5.6,2.4,*
C10D,V06C,18,4.2,
C10D,V06D,39.6,5.6,
C10D,V06E,32.9,4.7,
C10D,V06M,7.3,0.2,
C10D,V07A,40.7,5.9,
C10D,V07B,18.5,5.1,
C10D,V07C,23.1,5.4,
C10D,V07D,13,3.7,
C10D,V07E,4.7,2.1,*
C10D,V07M,3.5,0.3,
C10D,V08A,28.5,4.8,
C10D,V09A,45.2,6.1,
C10D,V09B,24.6,4.8,
C10D,V09C,21.6,4.2,
C10D,V09D,8.6,3.1,*
C10D,V10A,14.4,4.5,*
C10D,V10B,30.4,6,
C10D,V10C,45.1,6.2,
C10D,V10D,10.1,3.6,*
C10D,V10M,6.3,0.3,
C10D,V11A,9,2.9,*
C10D,V11B,22.1,4.8,
C10D,V11C,43.6,5.9,
C10D,V11D,25.3,5.4,
C10D,V11M,7.1,0.2,
C10D,V12A,16.9,4,
C10D,V12B,31.6,6.1,
C10D,V12C,36.7,5.8,
C10D,V12D,14.8,4.1,
C10D,V12M,6.2,0.3,
C10D,V13A,9.8,3,*
C10D,V13B,13.8,3.8,
C10D,V13C,36.7,5.8,
C10D,V13D,39.7,6,
C10D,V13M,7.5,0.2,
C10D,V14A,41.6,5.9,
C10D,V14B,31.5,5.8,
C10D,V14C,21.3,4.8,
C10D,V14D,5.6,3.1,**
C10D,V14M,4.8,0.3,
C10D,V15A,63.8,5.7,
C10D,V15B,26,5,
C10D,V15C,10.2,3.4,*
C10D,V16A,67.8,5.5,
C10D,V16B,21.3,4.9,
C10D,V16C,10.9,3.2,
C10D,V17A,5.6,2.5,*
C10D,V17B,23.5,4.7,
C10D,V17C,32.9,5.1,
C10D,V17D,26.2,4.8,
C10D,V17E,11.8,3.9,*
C10D,V18A,79.6,5.3,
C10D,V18B,20.4,5.3,
C10E,V00T,4.8,0.4,
C10E,V01A,22.6,3.8,
C10E,V01B,16.7,3.3,
C10E,V01C,25.7,3.6,
C10E,V01D,13.9,3,
C10E,V01E,21.1,3.9,
C10E,V01M,7.7,0.2,
C10E,V02A,11.9,3.1,
C10E,V02B,11.7,3,
C10E,V02C,25.4,3.5,
C10E,V02D,17.1,3.2,
C10E,V02E,33.9,4.6,
C10E,V02M,8.4,0.2,
C10E,V03A,20.8,3.6,
C10E,V03B,18.5,3.7,
C10E,V03C,28.1,4.3,
C10E,V03D,15.3,3.5,
C10E,V03E,17.3,3,
C10E,V03M,7.7,0.1,
C10E,V04A,16.8,3.2,
C10E,V04B,33.2,4.8,
C10E,V04C,35.9,4.5,
C10E,V04D,14.1,3.5,
C10E,V05A,16.1,3.5,
C10E,V05B,34.6,4.5,
C10E,V05C,30.4,4,
C10E,V05D,18.9,3.8,
C10E,V06A,2.6,1.4,**
C10E,V06B,3.3,1.4,*
C10E,V06C,16.3,3.2,
C10E,V06D,32.9,3.8,
C10E,V06E,44.8,4.4,
C10E,V06M,7.8,0.2,
C10E,V07A,55.1,4.1,
C10E,V07B,10.4,2.6,
C10E,V07C,20,3.4,
C10E,V07D,11.6,2.9,
C10E,V07E,2.9,1.3,*
C10E,V07M,2.9,0.2,
C10E,V08A,19.6,3.5,
C10E,V09A,52.1,4.7,
C10E,V09B,23,3.8,
C10E,V09C,18.9,3.8,
C10E,V09D,5.9,1.6,
C10E,V10A,12.7,2.9,
C10E,V10B,30.8,4.1,
C10E,V10C,43.8,4.3,
C10E,V10D,12.8,3.2,
C10E,V10M,6.4,0.2,
C10E,V11A,14.1,4.1,
C10E,V11B,20.7,3.5,
C10E,V11C,37.1,3.9,
C10E,V11D,28.2,4.5,
C10E,V11M,7,0.3,
C10E,V12A,15.9,4.7,
C10E,V12B,29.5,4.7,
C10E,V12C,33.6,4.9,
C10E,V12D,21,4,
C10E,V12M,6.4,0.3,
C10E,V13A,5.5,1.9,*
C10E,V13B,17.1,3.5,
C10E,V13C,33.1,4.4,
C10E,V13D,44.3,4.2,
C10E,V13M,7.8,0.2,
C10E,V14A,40.2,4.2,
C10E,V14B,33.9,4.4,
C10E,V14C,19.6,3.7,
C10E,V14D,6.3,2.4,*
C10E,V14M,4.7,0.3,
C10E,V15A,62.6,4.4,
C10E,V15B,29.6,4.1,
C10E,V15C,7.7,2.5,*
C10E,V16A,69.2,4.2,
C10E,V16B,20.4,3.4,
C10E,V16C,10.5,2.6,
C10E,V17A,4.2,1.7,*
C10E,V17B,20.7,3.7,
C10E,V17C,26.9,3.2,
C10E,V17D,27.2,4.5,
C10E,V17E,20.9,4,
C10E,V18A,80.1,3.4,
C10E,V18B,19.9,3.4,
C10F,V00T,2.5,0.5,
C10F,V01A,18.1,6.6,*
C10F,V01B,14.9,5.4,*
C10F,V01C,36.3,7.7,
C10F,V01D,17.3,6.2,*
C10F,V01E,13.3,5.8,*
C10F,V01M,7.8,0.3,
C10F,V02A,11.9,5.5,*
C10F,V02B,18.5,6.7,*
C10F,V02C,29.1,7,
C10F,V02D,22.7,8,*
C10F,V02E,17.9,6.8,*
C10F,V02M,8,0.2,
C10F,V03A,15.4,6.7,*
C10F,V03B,20,6.1,*
C10F,V03C,33.6,7.7,
C10F,V03D,15.3,6.2,*
C10F,V03E,15.6,6.3,*
C10F,V03M,7.9,0.2,
C10F,V04A,8.8,4.7,**
C10F,V04B,34.9,8.7,
C10F,V04C,48.2,8.8,
C10F,V04D,8.2,4.4,**
C10F,V05A,24.9,7.6,*
C10F,V05B,38.1,9,
C10F,V05C,26.7,7.9,
C10F,V05D,10.2,5.6,**
C10F,V06A,1,1.7,***
C10F,V06B,2.8,2.3,**
C10F,V06C,14.5,5.6,*
C10F,V06D,48.9,8.2,
C10F,V06E,32.7,7.9,
C10F,V06M,7.8,0.3,
C10F,V07A,51.6,7.6,
C10F,V07B,13.7,4.6,*
C10F,V07C,15.3,5.7,*
C10F,V07D,16.5,6,*
C10F,V07E,2.8,2.6,**
C10F,V07M,3.2,0.4,
C10F,V08A,21.2,6.8,*
C10F,V09A,39,7.7,
C10F,V09B,35.1,8,
C10F,V09C,21.5,6.8,*
C10F,V09D,4.4,3.1,**
C10F,V10A,6.4,3.6,**
C10F,V10B,26.4,6.8,
C10F,V10C,46.6,7.4,
C10F,V10D,20.6,6.2,*
C10F,V10M,7,0.3,
C10F,V11A,6.7,3.7,**
C10F,V11B,13.4,4.9,*
C10F,V11C,46.6,8.5,
C10F,V11D,33.4,8.6,
C10F,V11M,7.6,0.3,
C10F,V12A,7.8,3.9,**
C10F,V12B,27,7.1,
C10F,V12C,49.5,8.4,
C10F,V12D,15.6,5.8,*
C10F,V12M,6.9,0.3,
C10F,V13A,5.5,3.7,**
C10F,V13B,13.6,5.4,*
C10F,V13C,40.6,6.4,
C10F,V13D,40.2,8.1,
C10F,V13M,7.8,0.4,
C10F,V14A,23.8,5.8,
C10F,V14B,38.5,7.5,
C10F,V14C,32.6,8.1,
C10F,V14D,5.2,3.3,**
C10F,V14M,5.7,0.3,
C10F,V15A,64.6,8.8,
C10F,V15B,29.2,8.4,
C10F,V15C,6.1,3.6,**
C10F,V16A,65.9,7.2,
C10F,V16B,20.8,5.1,
C10F,V16C,13.3,6.6,*
C10F,V17A,3.6,3.6,**
C10F,V17B,15.9,5.6,*
C10F,V17C,31.9,9.3,
C10F,V17D,33.3,9,
C10F,V17E,15.3,6.4,*
C10F,V18A,96.1,2.4,
C10F,V18B,3.9,2.4,**
C10G,V00T,2.2,0.3,
C10G,V01A,49.6,7.3,
C10G,V01B,14.3,4.6,*
C10G,V01C,20.3,5.6,
C10G,V01D,8,3.5,*
C10G,V01E,7.9,3.3,*
C10G,V01M,6.2,0.3,
C10G,V02A,36.7,6.6,
C10G,V02B,14.3,4.2,
C10G,V02C,22.2,5.3,
C10G,V02D,10.3,3.9,*
C10G,V02E,16.6,5.6,*
C10G,V02M,7,0.3,
C10G,V03A,32.2,6,
C10G,V03B,18.3,5.5,
C10G,V03C,23.8,5.4,
C10G,V03D,11.8,4.2,*
C10G,V03E,13.9,4.5,*
C10G,V03M,7.2,0.2,
C10G,V04A,26.5,5.6,
C10G,V04B,37.7,6.8,
C10G,V04C,29.4,5.7,
C10G,V04D,6.4,3.1,*
C10G,V05A,3.4,2.5,**
C10G,V05B,10.4,4.4,*
C10G,V05C,23.2,5.4,
C10G,V05D,62.9,6.6,
C10G,V06A,11.2,4,*
C10G,V06B,10.3,3.7,*
C10G,V06C,25.6,6.6,
C10G,V06D,31.5,6.8,
C10G,V06E,21.4,5.2,
C10G,V06M,6.3,0.3,
C10G,V07A,39,6.3,
C10G,V07B,14.6,4.4,
C10G,V07C,22.6,6.1,
C10G,V07D,16.9,5.1,*
C10G,V07E,6.9,3,*
C10G,V07M,3.9,0.4,
C10G,V08A,26.7,5,
C10G,V09A,37.2,6,
C10G,V09B,22.4,5.2,
C10G,V09C,29.3,6.5,
C10G,V09D,11.1,3.3,
C10G,V10A,17.3,4.2,
C10G,V10B,36.3,6.5,
C10G,V10C,35.2,6.5,
C10G,V10D,11.2,4.6,*
C10G,V10M,6,0.3,
C10G,V11A,14.6,4.3,
C10G,V11B,20.1,5.3,
C10G,V11C,36.3,6.9,
C10G,V11D,29,6.3,
C10G,V11M,6.9,0.3,
C10G,V12A,18.3,4.7,
C10G,V12B,32.6,5.5,
C10G,V12C,30.4,6.5,
C10G,V12D,18.7,5.1,
C10G,V12M,6.2,0.3,
C10G,V13A,12,4,*
C10G,V13B,14.2,4.4,*
C10G,V13C,34.3,6.4,
C10G,V13D,39.5,6.6,
C10G,V13M,7.4,0.3,
C10G,V14A,43.4,6.3,
C10G,V14B,38.8,6.3,
C10G,V14C,13,3.8,
C10G,V14D,4.7,2.6,**
C10G,V14M,4.4,0.3,
C10G,V15A,67,6,
C10G,V15B,23.2,5.6,
C10G,V15C,9.8,3.5,*
C10G,V16A,63,6.3,
C10G,V16B,20.6,5.3,
C10G,V16C,16.4,4.8,
C10G,V17A,10.8,3.9,*
C10G,V17B,32.8,5.8,
C10G,V17C,35.3,6.1,
C10G,V17D,17.9,5.7,*
C10G,V17E,3.2,2,**
C10G,V18A,77.6,5.8,
C10G,V18B,22.4,5.8,
C10H,V00T,12.7,0.5,
C10H,V01A,10,2,
C10H,V01B,11.1,2.7,
C10H,V01C,31.3,3,
C10H,V01D,19.6,2.7,
C10H,V01E,27.9,3.2,
C10H,V01M,8.3,0.1,
C10H,V02A,10.4,2.4,
C10H,V02B,11.6,2.2,
C10H,V02C,27.9,2.9,
C10H,V02D,19,2.4,
C10H,V02E,31.1,2.9,
C10H,V02M,8.4,0.1,
C10H,V03A,10.9,2,
C10H,V03B,15.7,2.4,
C10H,V03C,34.1,3.4,
C10H,V03D,18.4,2.6,
C10H,V03E,20.8,2.9,
C10H,V03M,8.2,0.1,
C10H,V04A,5.5,1.3,
C10H,V04B,20.5,2.9,
C10H,V04C,52.8,3.7,
C10H,V04D,21.2,2.8,
C10H,V05A,14.7,2.3,
C10H,V05B,36.5,3,
C10H,V05C,31.6,3.2,
C10H,V05D,17.2,2.5,
C10H,V06A,1.6,1,**
C10H,V06B,1.8,1,**
C10H,V06C,9.2,1.9,
C10H,V06D,36.3,3.1,
C10H,V06E,51,2.9,
C10H,V06M,8.3,0.1,
C10H,V07A,72,2.9,
C10H,V07B,7.9,1.7,
C10H,V07C,9.7,2.1,
C10H,V07D,8.3,2,
C10H,V07E,2.2,0.8,*
C10H,V07M,1.9,0.2,
C10H,V08A,10.1,1.8,
C10H,V09A,61.2,3.3,
C10H,V09B,21.2,2.9,
C10H,V09C,15.2,2.6,
C10H,V09D,2.5,1.2,*
C10H,V10A,4,1.1,
C10H,V10B,24.2,3.1,
C10H,V10C,52.7,3.4,
C10H,V10D,19.1,2.4,
C10H,V10M,7.2,0.1,
C10H,V11A,7.5,1.6,
C10H,V11B,16.8,2.4,
C10H,V11C,44.8,3.4,
C10H,V11D,30.8,3,
C10H,V11M,7.5,0.1,
C10H,V12A,17.8,2.6,
C10H,V12B,33.3,3.2,
C10H,V12C,35.9,3.5,
C10H,V12D,12.9,2,
C10H,V12M,6.1,0.2,
C10H,V13A,2.9,1,*
C10H,V13B,8.9,1.9,
C10H,V13C,36.2,3.5,
C10H,V13D,52.1,3.8,
C10H,V13M,8.3,0.1,
C10H,V14A,33.8,3.4,
C10H,V14B,40.3,3.2,
C10H,V14C,21,2.3,
C10H,V14D,4.9,1.6,*
C10H,V14M,5,0.2,
C10H,V15A,88.5,1.9,
C10H,V15B,9.1,1.6,
C10H,V15C,2.4,1.2,*
C10H,V16A,88.9,1.9,
C10H,V16B,9,1.9,
C10H,V16C,2,0.7,*
C10H,V17A,1.2,0.7,**
C10H,V17B,9.2,2,
C10H,V17C,24.4,3.1,
C10H,V17D,36.3,3.9,
C10H,V17E,28.9,3.3,
C10H,V18A,97.2,1.1,
C10H,V18B,2.8,1.1,*
C10I,V00T,4,0.4,
C10I,V01A,28.8,4.4,
C10I,V01B,18.1,3.7,
C10I,V01C,23.8,4.9,
C10I,V01D,11.9,3.1,
C10I,V01E,17.3,3.9,
C10I,V01M,7.3,0.2,
C10I,V02A,23.2,4.2,
C10I,V02B,14.3,3.7,
C10I,V02C,25.7,4.5,
C10I,V02D,11.9,3.4,
C10I,V02E,24.9,4.8,
C10I,V02M,7.7,0.2,
C10I,V03A,22.6,3.9,
C10I,V03B,20,4.2,
C10I,V03C,27.4,4.5,
C10I,V03D,13.4,3.4,
C10I,V03E,16.7,3.9,
C10I,V03M,7.6,0.2,
C10I,V04A,15.5,3.5,
C10I,V04B,33.1,5.2,
C10I,V04C,38.7,5.7,
C10I,V04D,12.6,3.2,
C10I,V05A,12.9,4,*
C10I,V05B,28.1,4.9,
C10I,V05C,27.1,4.3,
C10I,V05D,32,4.7,
C10I,V06A,2.7,1.8,**
C10I,V06B,4.7,1.5,*
C10I,V06C,18,3.8,
C10I,V06D,36.3,4.8,
C10I,V06E,38.2,6,
C10I,V06M,7.7,0.2,
C10I,V07A,55.1,4.8,
C10I,V07B,12.2,3.2,
C10I,V07C,13.1,3.5,
C10I,V07D,13.6,3.3,
C10I,V07E,6.1,2.7,*
C10I,V07M,3,0.3,
C10I,V08A,18.7,3.6,
C10I,V09A,48.5,4.7,
C10I,V09B,25.5,4.5,
C10I,V09C,20.7,3.5,
C10I,V09D,5.4,2,*
C10I,V10A,11.9,2.9,
C10I,V10B,29.2,4.4,
C10I,V10C,45.1,4.7,
C10I,V10D,13.7,3.4,
C10I,V10M,6.6,0.2,
C10I,V11A,11.8,3.2,
C10I,V11B,26.8,4.6,
C10I,V11C,35.6,5.5,
C10I,V11D,25.8,5.2,
C10I,V11M,6.9,0.2,
C10I,V12A,19.7,3.9,
C10I,V12B,27.8,5.4,
C10I,V12C,32,4.9,
C10I,V12D,20.5,4.3,
C10I,V12M,6.3,0.2,
C10I,V13A,7.4,2.4,*
C10I,V13B,14.9,3.4,
C10I,V13C,38.6,4.7,
C10I,V13D,39.1,5.8,
C10I,V13M,7.7,0.2,
C10I,V14A,37.2,4.5,
C10I,V14B,34,5.4,
C10I,V14C,24.7,4.6,
C10I,V14D,4.1,1.6,*
C10I,V14M,4.9,0.2,
C10I,V15A,72.2,3.9,
C10I,V15B,21.3,3.8,
C10I,V15C,6.6,2.8,*
C10I,V16A,72.2,4.7,
C10I,V16B,17.9,4.1,
C10I,V16C,9.8,3.3,*
C10I,V17A,5.7,2.4,*
C10I,V17B,20.6,3.7,
C10I,V17C,28.1,4.7,
C10I,V17D,30.3,4.8,
C10I,V17E,15.3,3.7,
C10I,V18A,86.5,3.1,
C10I,V18B,13.5,3.1,
C10J,V00T,26.3,0.8,
C10J,V01A,19.3,1.5,
C10J,V01B,13.8,1.6,
C10J,V01C,28.6,1.9,
C10J,V01D,16.2,1.6,
C10J,V01E,22,2,
C10J,V01M,7.8,0.1,
C10J,V02A,15.1,1.7,
C10J,V02B,12.9,1.5,
C10J,V02C,26.8,1.9,
C10J,V02D,17.2,1.7,
C10J,V02E,28.1,1.9,
C10J,V02M,8.1,0.1,
C10J,V03A,16.8,1.5,
C10J,V03B,17.5,1.6,
C10J,V03C,31.1,2,
C10J,V03D,16.2,1.7,
C10J,V03E,18.5,1.8,
C10J,V03M,7.9,0.1,
C10J,V04A,11.3,1.2,
C10J,V04B,27.6,2.1,
C10J,V04C,45.1,2.2,
C10J,V04D,16,1.7,
C10J,V05A,14.7,1.7,
C10J,V05B,32.8,2.1,
C10J,V05C,29.5,2.1,
C10J,V05D,22.9,2.1,
C10J,V06A,2.7,0.7,
C10J,V06B,3.3,0.7,
C10J,V06C,13.8,1.4,
C10J,V06D,36.6,2,
C10J,V06E,43.6,2.3,
C10J,V06M,7.9,0.1,
C10J,V07A,61.5,2,
C10J,V07B,10.2,1.2,
C10J,V07C,13.7,1.5,
C10J,V07D,11.3,1.4,
C10J,V07E,3.4,0.7,
C10J,V07M,2.5,0.1,
C10J,V08A,15.8,1.5,
C10J,V09A,53.3,2.4,
C10J,V09B,23.6,1.9,
C10J,V09C,18.6,1.8,
C10J,V09D,4.5,0.8,
C10J,V10A,8.2,1,
C10J,V10B,27.4,2,
C10J,V10C,47.8,2.1,
C10J,V10D,16.6,1.6,
